sid,name,state,pre_avg,post_avg,delta,pre_n_avg,asn_share,asn_pre,asn_post,asn_delta,wht_pre,wht_post,wht_delta,ecd_pre,ecd_post,ecd_delta
2505010,Franklin,MA,0.7508536381540146,0.6266838929674424,-0.1241697451865722,372.0,0.04341801385681293,1.209045996730166,1.178894887622804,-0.030151109107362073,0.746939134225509,0.6501820331023742,-0.09675710112313474,0.15607450154971575,-0.0692586196287125,-0.22533312117842824
3416830,Voorhees Township School District,NJ,0.693531937887228,0.5701976237852491,-0.12333431410197893,316.6666666666667,0.23931178310740356,1.0241487913194944,0.8116737506513201,-0.21247504066817435,0.6949177916306284,0.6357755695757848,-0.05914222205484354,0.2889264668065975,0.09015077647113735,-0.19877569033546016
1740500,CCSD 89,IL,0.5872934344724653,0.465892533390679,-0.1214009010817863,228.22222222222223,0.14876632801161102,0.6767120724585216,0.6383820565853265,-0.03833001587319507,0.6928900894086563,0.5673859669654495,-0.12550412244320674,0.1082268363786707,-0.12745919695246125,-0.23568603333113194
1803960,Greater Jasper Consolidated Schools,IN,0.5216206732534671,0.40037364600100983,-0.12124702725245723,219.77777777777777,0.0,,,,0.5818954939950225,0.5246215326455759,-0.05727396134944662,0.20392794968077999,0.1009201403172353,-0.10300780936354469
4222560,Spring-Ford Area SD,PA,0.5546599446419906,0.43356804660929377,-0.12109189803269688,613.2222222222222,0.10261348005502063,0.9248088561552712,0.8246509948713098,-0.10015786128396142,0.549717624755361,0.41215499413689227,-0.13756263061846874,0.051485724801997826,-0.10994589892734062,-0.16143162372933845
3904909,Teays Valley Local,OH,0.4800886482493353,0.3595815244345671,-0.12050712381476819,324.55555555555554,0.0,,,,0.49211143079843367,0.3855308555348425,-0.10658057526359116,0.18624226488271092,0.21576710082464678,0.029524835941935862
613080,Eureka Union,CA,0.6190734010917002,0.49908602590498474,-0.11998737518671543,357.0,0.11606313834726091,1.1212777734814372,1.1884006572560395,0.0671228837746023,0.615123821957221,0.43096124904138106,-0.18416257291583998,0.13070537450702654,-0.013160760006729244,-0.1438661345137558
5302130,Dieringer School District,WA,0.5239198529150174,0.4040832200734983,-0.11983663284151913,164.44444444444446,0.0,,,,0.5764784472582318,0.45560938708437887,-0.12086906017385296,0.009108930276023,0.0017778936488941181,-0.007331036627128883
4220580,South Fayette Township SD,PA,0.9759397583501944,0.8562102702519279,-0.11972948809826656,266.3333333333333,0.19775421085464753,1.2740964104732688,1.0692391226333353,-0.2048572878399335,0.9286152606805087,0.8103512075853224,-0.11826405309518628,0.4175678441279404,0.4334571490893699,0.015889304961429485
3904558,Perrysburg Exempted Village,OH,0.6850712760081168,0.5665334171641034,-0.11853785884401336,402.8888888888889,0.04775510204081632,1.1131364001378292,1.132979690797698,0.019843290659868673,0.7134299143132998,0.584927505216199,-0.12850240909710087,0.15861470447966758,-0.04382580486939175,-0.20244050934905933
4219470,Colonial SD,PA,0.7435580945586521,0.6250877880326166,-0.11847030652603552,382.6666666666667,0.0446543580936024,0.9356814702438231,0.9972626163677659,0.06158114612394283,0.8057050782755537,0.7426273950849819,-0.06307768319057183,0.198217760323339,-0.04075463695535993,-0.2389723972786989
5506030,Hamilton School District,WI,0.7631770766994068,0.6459683094817602,-0.11720876721764661,345.8888888888889,0.07464114832535886,1.0036304252907837,1.038441485889732,0.03481106059894823,0.7911101621665252,0.6335622038702743,-0.1575479582962509,0.1627968214595915,0.03454983093627776,-0.12824699052331376
1707830,Central CUSD 301,IL,0.5176144207383913,0.40065649601675785,-0.11695792472163341,325.77777777777777,0.12295488349033218,0.9764076260845135,0.7251026828326445,-0.25130494325186903,0.5224467616668065,0.39142038804908397,-0.1310263736177225,0.24591926116271734,0.02621992906095181,-0.21969933210176554
3904506,Westlake City,OH,0.7720068894025468,0.6559111965000105,-0.1160956929025363,252.66666666666666,0.029313790806129246,0.9401695416026631,1.3532994415255184,0.4131298999228553,0.7538442707195858,0.6856722182352932,-0.06817205248429259,0.2344437492931998,-0.05434457735224283,-0.28878832664544263
5515810,Waunakee Community School District,WI,0.5474599505614662,0.43180390018181997,-0.11565605037964627,290.1111111111111,0.0,,,,0.5852951049440631,0.4661567441081842,-0.11913836083587892,-0.1256811801560551,-0.3903016013732482,-0.2646204212171931
612750,Encinitas Union Elementary,CA,0.5928282343604186,0.47723820953292967,-0.11559002482748898,747.2222222222222,0.0452418096723869,0.9334728852420953,1.0477633713669776,0.11429048612488235,0.7176711463463947,0.5740277486016373,-0.14364339774475743,-0.2984286630815491,-0.17706197412415575,0.12136668895739333
3905045,Mason City,OH,0.7727546130897062,0.6574211529666498,-0.11533346012305634,775.6666666666666,0.30736117089969867,1.0813651936824256,0.8441108935517255,-0.23725430013070004,0.7220290874494544,0.5396499897924157,-0.18237909765703864,-0.018223261872556327,-0.15783367804136209,-0.13961041616880576
5101290,Falls Church City Public Schools,VA,0.7683483462806572,0.6537068629917325,-0.11464148328892465,204.22222222222223,0.0,,,,0.9063497127613471,0.7400090070311816,-0.16634070573016557,-0.5123968158918909,,
607500,Carlsbad Unified,CA,0.7967939694416646,0.6827053729233884,-0.11408859651827619,814.125,0.05169034786869182,1.4853405247349905,1.1879842592327141,-0.29735626550227634,0.9936086727842137,0.7674978449025128,-0.2261108278817009,0.07724062998845818,0.17046400693727062,0.09322337694881244
2507260,Marblehead,MA,0.6317265583138092,0.5176854940670464,-0.11404106424676275,219.0,0.0,,,,0.6945680631133091,0.5606327471137696,-0.13393531599953945,-0.0019874916533606474,-0.028940384220362866,-0.02695289256700222
1202013,Fsu Lab Schools,FL,0.7946401414248376,0.6818654878257931,-0.11277465359904448,214.77777777777777,0.05132192846034215,1.3402750624432334,1.1177602448547197,-0.22251481758851366,0.9046889226876679,0.7325961562575442,-0.17209276643012372,0.5032805354375355,0.3946879304084254,-0.10859260502911006
606480,Burlingame Elementary,CA,0.7879923383281555,0.6756054460319559,-0.11238689229619958,378.22222222222223,0.2503293807641634,1.072897494745967,0.9995938184490992,-0.07330367629686785,0.837471221216633,0.6302720559455017,-0.20719916527113125,-0.07682689806481166,-0.037960207516389816,0.038866690548421845
3417610,West Orange Public Schools,NJ,0.5412981888272284,0.4301971075747122,-0.11110108125251617,496.44444444444446,0.05520452278017958,1.1258357972134039,1.2791603112208045,0.15332451400740066,0.9865211704944977,0.8601753371350168,-0.1263458333594809,0.21076555590450297,0.001888299710095024,-0.20887725619440795
3904354,Bay Village City,OH,0.8153884746709353,0.7045924024573013,-0.11079607221363408,181.33333333333334,0.0,,,,0.8181623374229936,0.6737765854326826,-0.144385751990311,,0.10395022293930878,
3407230,Hillsborough Township Public School District,NJ,0.6978327625537323,0.587589900687049,-0.1102428618666833,550.4444444444445,0.31229335737902014,1.0671032447134392,0.9142629573058132,-0.152840287407626,0.5995338622394204,0.5021808388491164,-0.09735302339030405,0.16362545017444396,-0.05339366006161068,-0.21701911023605464
3904550,Milford Exempted Village,OH,0.5703825944017842,0.46020949447721327,-0.11017309992457092,507.6666666666667,0.0,,,,0.5988344686879441,0.4974236109298312,-0.10141085775811293,0.1314377735084881,-0.0979127678509617,-0.2293505413594498
3417820,Westwood Regional School District,NJ,0.8997790418776308,0.7898349110376008,-0.10994413084002996,205.33333333333334,0.016339869281045753,,1.4505507031382265,,0.9374174459785239,0.7887160242167158,-0.14870142176180812,0.4319754630106036,0.46544225666354255,0.033466793652938975
903810,Ridgefield School District,CT,0.9285781707463193,0.8193839741601874,-0.10919419658613194,340.22222222222223,0.05338606030647553,1.4256534061356139,1.186436069645151,-0.23921733649046284,0.8913621116870392,0.8258478711744655,-0.06551424051257371,0.33471083000996704,0.5969246914322971,0.26221386142233005
625740,Moraga Elementary,CA,0.8459536434551151,0.7370467484257852,-0.10890689502932993,203.88888888888889,0.13551020408163264,1.183674726331699,1.038188097517592,-0.145486628814107,0.7556508241206185,0.6260911789048259,-0.12955964521579255,,0.4320483174234609,
2506240,Holliston,MA,0.5135437713060145,0.40523364933876693,-0.10831012196724754,226.66666666666666,0.05731080088170463,0.5951427372385276,0.8465643294927991,0.2514215922542715,0.5503280466842523,0.41577182193915024,-0.13455622474510204,0.13170598758279908,-0.328950244081064,-0.46065623166386305
1802830,Zionsville Community Schools,IN,0.7975011831645643,0.6899666824671443,-0.10753450069741999,527.2222222222222,0.0415495157763199,1.0563544550704929,0.9380012854604559,-0.11835316961003695,0.7975349116104558,0.7179196546191758,-0.07961525699127991,0.17552091153976326,-0.003019991302907074,-0.17854090284267032
