sedalea,sedaleaname,subject,grade,year,stateabb,cs_mn_all,tot_asmt_all,cs_mn_asn,tot_asmt_asn,cs_mn_blk,tot_asmt_blk,cs_mn_hsp,tot_asmt_hsp,cs_mn_wht,tot_asmt_wht,cs_mn_ecd,tot_asmt_ecd,cs_mn_nec,tot_asmt_nec
1300120,Atlanta Public Schools,rla,5,2018,GA,-.2510226996263861,4468,.7362999806687089,50,-.5896463061457559,3216,-.4179357932943253,329,1.218170462784845,746,-.6196556590098661,3345,.9890493696412764,1123
1300120,Atlanta Public Schools,rla,5,2019,GA,-.3193436254476208,4546,.6962849812609606,56,-.6515492549421661,3327,-.3540297540382182,337,1.138838565613435,721,-.7090813763077118,3400,.9164022330464314,1146
1601770,Kuna Joint District,rla,3,2009,ID,-.1457747123075765,403,,,,,,,-.1041556231348727,376,-.3899928085553344,160,-.0023376100037175,243
1601770,Kuna Joint District,rla,3,2010,ID,-.1034558767168351,421,,,,,-.8307864428387225,27,-.0522200221827349,386,-.4073742466702174,189,.1387400378591415,232
1601770,Kuna Joint District,rla,3,2011,ID,-.1586652151960868,453,,,,,,,-.1314227594156786,429,-.3339773819494202,202,-.0116942922832514,251
1601770,Kuna Joint District,rla,3,2012,ID,.0339898112824776,416,,,,,-.382081990901633,25,.0804328778442722,380,-.2499115753149591,174,.2667524055538549,242
1601770,Kuna Joint District,rla,3,2013,ID,-.1625389801925225,444,,,,,-.7121489997342028,38,-.0937359252047829,389,-.3847385314094342,207,-.0043091371092274,237
1601770,Kuna Joint District,rla,3,2015,ID,.0147071947980267,435,,,,,-.31101248038505,51,.0731253576602007,368,-.150765061766625,200,.1572965203664957,235
1601770,Kuna Joint District,rla,3,2016,ID,-.0824941658869435,496,,,,,-.4011900843500218,52,-.0480156129536044,429,-.3151552694203796,194,.0303508112756154,302
1601770,Kuna Joint District,rla,3,2017,ID,-.0715160933871112,423,,,,,-.3286957621581262,51,-.0106223974751753,349,-.2223697830866037,184,.0327011150149316,239
1601770,Kuna Joint District,rla,3,2018,ID,-.1311964054456049,446,,,,,-.7092861068197229,72,-.0225251208745826,361,-.4794921300968933,174,.1106494279580911,272
1601770,Kuna Joint District,rla,3,2019,ID,-.1533082513224269,409,,,,,-.3727552474001451,44,-.1316700289349537,345,-.4989121973660605,167,.0780767442828807,242
1601770,Kuna Joint District,rla,4,2009,ID,-.1009381744918854,443,,,,,-.6588668900279562,35,-.0296476199329117,387,-.2991453337934091,152,.0118552850625927,291
1601770,Kuna Joint District,rla,4,2010,ID,-.1351377039119417,394,,,,,-.8615922727973522,23,-.1070996973759928,359,-.4330717402453397,170,.0997473010869528,224
1601770,Kuna Joint District,rla,4,2011,ID,-.0891869088950545,433,,,,,-.6027308197021344,36,-.0394614286210684,390,-.3587766398699027,190,.1301354066992862,243
1601770,Kuna Joint District,rla,4,2012,ID,-.2454384811138999,450,,,,,-.6748406914021901,33,-.2101384859608801,405,-.4498190548818224,215,-.0457654686856262,235
1601770,Kuna Joint District,rla,4,2013,ID,-.073559937780005,432,,,,,-.4846639131669526,36,-.0038360184593926,385,-.3121729975378954,183,.0878102682769597,249
1601770,Kuna Joint District,rla,4,2015,ID,-.1818958287988877,459,,,,,-.6767572640756807,51,-.0969214754602335,389,-.4853560176541195,189,.0198249406196074,270
1601770,Kuna Joint District,rla,4,2016,ID,-.1323739808052521,436,,,,,-.3319531168090792,55,-.0942494823695178,365,-.3036795563244612,199,-.0061350780830597,237
1601770,Kuna Joint District,rla,4,2017,ID,-.2047647869254514,513,,,,,-.4464095981918912,63,-.176713268465632,434,-.479397917027141,216,-.0270525434424466,297
1601770,Kuna Joint District,rla,4,2018,ID,-.1075969798318064,434,,,,,-.2922963207230438,47,-.0544026114913867,364,-.2776518081630588,167,.0105815437292949,267
1601770,Kuna Joint District,rla,4,2019,ID,-.1553309242358649,452,,,,,-.5893469961236583,66,-.0604639174023013,366,-.5622751832827764,172,.0881961100300402,280
1601770,Kuna Joint District,rla,5,2009,ID,-.104881885005864,390,,,,,-.7157591804693846,30,-.0324459856262705,350,-.3326920608868306,139,.0226698598395565,251
1601770,Kuna Joint District,rla,5,2010,ID,-.0881789695720522,437,,,,,-.6471214912258423,41,-.0226151414400376,381,-.2300189620946439,168,-.0129941453716062,269
1601770,Kuna Joint District,rla,5,2011,ID,-.1324168990202814,421,,,,,-.8900189610171063,24,-.0866912139208386,385,-.3266640358089389,191,.0419747251633853,230
1601770,Kuna Joint District,rla,5,2012,ID,-.1425503434990111,418,,,,,-.4715040579482166,44,-.0947641863204691,364,-.3819629264752328,189,.0628099133290674,229
1601770,Kuna Joint District,rla,5,2013,ID,-.2168939511151962,453,,,,,-.4872230364041847,39,-.1924815132614993,400,-.4589344670130739,197,-.0378668699986548,256
1601770,Kuna Joint District,rla,5,2015,ID,-.1048475976306172,429,,,,,-.542005569523705,40,-.0374657276814766,375,-.4642402593602118,175,.11243917793558,254
1601770,Kuna Joint District,rla,5,2016,ID,-.2415292763994976,454,,,,,-.5933802468195578,52,-.176570536289111,381,-.5291261166836646,180,-.0475630509995699,274
1601770,Kuna Joint District,rla,5,2017,ID,-.2179880859959187,454,,,,,-.4017942792060172,61,-.1676012175897853,375,-.5279665283763088,201,.0018054352442896,253
1601770,Kuna Joint District,rla,5,2018,ID,-.0882328555872095,513,,,,,-.3745390071998628,58,-.0627509377863269,441,-.4062549444731699,198,.0899538051598404,315
1601770,Kuna Joint District,rla,5,2019,ID,-.0939547621052812,456,,,,,-.3636399832746902,49,-.0471083257206355,374,-.2732668679706798,178,.0153181141702665,278
1802880,School City of East Chicago,rla,3,2009,IN,-.2796175550871553,511,,,-.4882355136210968,250,-.1113765573263367,239,,,-.2742726966515949,424,-.3377472025402922,87
1802880,School City of East Chicago,rla,3,2010,IN,-.2728018655193596,544,,,-.2902909344971186,264,-.2720054115115003,267,,,-.2738072278836803,495,-.2869371207426021,49
1802880,School City of East Chicago,rla,3,2011,IN,-.2140154729310808,528,,,-.3447584175071229,272,-.0484380887361697,239,,,-.20034963227793,482,-.333569836363018,46
1802880,School City of East Chicago,rla,3,2012,IN,-.1856287505861716,501,,,-.2699102387174629,236,-.0879785081428563,245,,,-.1660927231636382,455,-.3574181128655347,46
1802880,School City of East Chicago,rla,3,2013,IN,.0482755532521669,534,,,-.0583646069991755,231,.1455373632156949,279,,,.0635283651494865,504,-.1087277385797855,30
1802880,School City of East Chicago,rla,3,2014,IN,-.0983483662332798,454,,,-.0942309394354447,222,-.1266292766366238,221,,,-.1036814706571647,414,-.0380330514612693,40
1802880,School City of East Chicago,rla,3,2015,IN,-.3910700556796167,476,,,-.3924790121357072,222,-.3867262260303412,235,,,-.3787689312349692,421,-.3845746829949183,55
1802880,School City of East Chicago,rla,3,2016,IN,-.4219501533866994,490,,,-.5431964311662435,241,-.2790912297590943,235,,,-.4256073122472777,424,-.467491133479374,66
1802880,School City of East Chicago,rla,3,2017,IN,-.4391641199704652,462,,,-.4548726683192279,226,-.3538581528650062,218,,,-.3803029382335656,402,-.9731032221401695,60
1802880,School City of East Chicago,rla,3,2018,IN,-.8149954338128839,411,,,-1.023207469881798,190,-.6533435077971342,209,,,-.7825544180318716,339,-.9420779117086345,72
1802880,School City of East Chicago,rla,3,2019,IN,-.8660494312927257,364,,,-1.091648307675893,177,-.615353460645525,171,,,-.8672407061901486,318,-.9644393377004635,46
1802880,School City of East Chicago,rla,4,2009,IN,-.3794429331799495,520,,,-.5279405590988401,255,-.2582270037129454,241,,,-.3720072834113328,460,-.5194039333851362,60
1802880,School City of East Chicago,rla,4,2010,IN,-.2751661652197366,501,,,-.4181854410058753,246,-.1653136079771935,241,,,-.2677642584585928,454,-.3400249014348886,47
1802880,School City of East Chicago,rla,4,2011,IN,-.2298330631045193,510,,,-.2879954065756057,236,-.1802540319715859,253,,,-.2403942143340283,455,-.1847769083330315,55
1802880,School City of East Chicago,rla,4,2012,IN,-.2827449835051184,502,,,-.4076720482851731,261,-.1550873938488238,226,,,-.3034051725128417,458,-.0839398516610556,44
1802880,School City of East Chicago,rla,4,2013,IN,-.0385056995562363,453,,,-.1162195412486683,204,.0114116341595921,234,,,-.0390058993251217,412,-.0419973026803764,41
1802880,School City of East Chicago,rla,4,2014,IN,-.021972006428394,460,,,-.0249326411937319,191,-.0166440052857536,252,,,-.0330862119944649,415,,
1802880,School City of East Chicago,rla,4,2015,IN,-.1726176720866241,418,,,-.2746281174069078,203,-.0797416345404817,201,,,-.155738921798985,376,-.32629618596655,42
1802880,School City of East Chicago,rla,4,2016,IN,-.5656726558224805,423,,,-.489761080189593,182,-.6129456147998829,223,,,-.5041252749248736,357,-.8822602996229539,66
1802880,School City of East Chicago,rla,4,2017,IN,-.3992670418809218,392,,,-.3987969861948083,171,-.3929246861351768,211,,,-.3713034108960072,331,-.6093892700181454,61
1802880,School City of East Chicago,rla,4,2018,IN,-.5580800571429214,395,,,-.6125138872859254,186,-.4527412056153982,196,,,-.5588764815266136,348,-.8262154793541797,47
1802880,School City of East Chicago,rla,4,2019,IN,-.7576710716563285,369,,,-1.134699802784829,162,-.4610595040306664,198,,,-.7425000015308089,308,-.9013549044338441,61
1802880,School City of East Chicago,rla,5,2009,IN,-.2824735278301176,483,,,-.2494558403013225,218,-.3423491780278722,252,,,-.295587615458863,418,-.3117658855738386,65
1802880,School City of East Chicago,rla,5,2010,IN,-.5201182495497417,460,,,-.7118237307588947,217,-.394784408444458,219,,,-.5040040025040946,422,-.7163869343590064,38
1802880,School City of East Chicago,rla,5,2011,IN,-.6421601652892713,484,,,-.9082370229440097,242,-.4161621992771951,228,,,-.6214886668647293,437,-.6024558472473475,47
1802880,School City of East Chicago,rla,5,2012,IN,-.5523968717794545,500,,,-.6652188066847037,250,-.4380496828877353,239,,,-.5269634395742876,442,-.7473469177312146,58
1802880,School City of East Chicago,rla,5,2013,IN,-.4033723147752615,481,,,-.527229048758636,257,-.2650638958743479,205,,,-.4210959709162398,429,-.2022665630511523,52
1802880,School City of East Chicago,rla,5,2014,IN,-.4392894035914977,456,,,-.6847577177524017,214,-.2492516829427965,227,,,-.4444627482673639,410,-.3110331810107851,46
1802880,School City of East Chicago,rla,5,2015,IN,-.2551635852150612,445,,,-.3610972031359839,184,-.1852429175907683,246,,,-.305349282350646,406,.1250320515707323,39
1802880,School City of East Chicago,rla,5,2016,IN,-.3889441048396462,375,,,-.5648508785177091,186,-.1900093743285873,177,,,-.4156321223775629,323,-.1479930786930896,52
1802880,School City of East Chicago,rla,5,2017,IN,-.5306997363046483,421,,,-.7038169719875916,184,-.4477224464207925,220,,,-.5655031325344607,360,-.5504570488550004,61
1802880,School City of East Chicago,rla,5,2018,IN,-.6010319662372362,425,,,-.7939541129713616,181,-.4377347533627926,227,,,-.5980283594491272,362,-.7171691487522402,63
1802880,School City of East Chicago,rla,5,2019,IN,-.6742732468543917,363,,,-.7877024475434541,164,-.5820844111491627,188,,,-.6808884957480468,319,,
1907860,College Community School District,rla,3,2009,IA,.237500162364667,357,,,-.3963946777305741,25,,,.2968665853319361,312,-.1488042075856307,97,.3902762697809157,260
1907860,College Community School District,rla,3,2010,IA,.3013968084783521,342,,,,,,,.3802163541413312,293,-.0960698676785281,93,.436628159049128,249
1907860,College Community School District,rla,3,2011,IA,.3087716264043471,369,,,,,,,.3619866132766286,332,-.0119583651885612,106,.4326893806481626,263
1907860,College Community School District,rla,3,2012,IA,.1621261273416862,380,,,-.3119697993077872,22,,,.2488355705142324,315,-.3103214240131253,118,.3849826341200493,262
1907860,College Community School District,rla,3,2013,IA,.1574929928578029,376,,,,,,,.1698065074068635,323,-.3521614534009752,103,.3564360830948354,273
1907860,College Community School District,rla,3,2014,IA,.0069405603243411,410,,,-.4312240097609008,23,,,.0941323490616208,330,-.3637765418276306,126,.1803520644238112,284
1907860,College Community School District,rla,3,2015,IA,.0164170546115128,419,,,-1.03054697596367,31,,,.0950183160101905,330,-.5125288750129012,142,.2712766903884855,277
1907860,College Community School District,rla,3,2016,IA,.0861875034499358,412,,,-.8019954272593899,21,.0236872278360245,28,.1940162166731144,317,-.4277826422738128,132,.3233147932190829,280
1907860,College Community School District,rla,3,2017,IA,-.0397423411603511,414,,,-.6082036462447833,37,-.060415251875209,25,.0464197404028445,304,-.4240780334696333,158,.1822794741030881,256
1907860,College Community School District,rla,3,2018,IA,.0433546867649272,439,,,,,-.1117222308687681,21,.1458346252730849,338,-.4364119479835115,137,.260306877916093,302
1907860,College Community School District,rla,3,2019,IA,.0618958238679579,427,,,-.4616830222945221,41,-.1200082918989406,26,.1654312395784874,325,-.3968657490495697,145,.2755761716858706,282
1907860,College Community School District,rla,4,2009,IA,.3446903648194303,336,,,,,,,.4375669189351452,299,-.5384465709200663,83,.6017329364378564,253
1907860,College Community School District,rla,4,2010,IA,.2766111598154539,367,,,,,,,.3116860751119971,320,-.0898248490842069,97,.3885082579782277,270
1907860,College Community School District,rla,4,2011,IA,.0849942594322462,365,,,-.9402313200217572,20,,,.1978443935045755,310,-.4509728689268488,121,.3261940630380632,244
1907860,College Community School District,rla,4,2012,IA,.2742574443319664,378,,,,,,,.3524442751002451,335,-.1677495657976215,108,.4340125880422627,270
1907860,College Community School District,rla,4,2013,IA,.0955877586115163,384,,,-.7712476805893115,21,,,.1825899305444361,316,-.3533120933964074,112,.292791985658658,272
1907860,College Community School District,rla,4,2014,IA,.0273311936464977,391,,,-.9087112041000612,22,,,.0732016038305146,330,-.2789337483040326,112,.151561520348951,279
1907860,College Community School District,rla,4,2015,IA,.1239384590609691,404,,,-.5261743999730426,24,-.1558167046987088,20,.1902821776267686,324,-.36573119255426,116,.3135488759842014,288
1907860,College Community School District,rla,4,2016,IA,.058882495113424,423,,,-.9451801029783846,31,,,.1542998664227892,335,-.4905687664516639,149,.3473389028539576,274
1907860,College Community School District,rla,4,2017,IA,.1669328079055237,410,,,-.6882912040440891,22,-.0953820786265709,32,.2930774293418758,316,-.3947991488265631,134,.3879946506684699,276
1907860,College Community School District,rla,4,2018,IA,.041611073444545,392,,,,,.1067373961671089,22,.128215759163845,297,-.3430999632686693,139,.2549380292491729,253
1907860,College Community School District,rla,4,2019,IA,.0441939947401746,445,,,-.9566313133405279,39,-.0629067690428761,21,.2147764885926691,336,-.5681323003546302,150,.3459293900294264,295
1907860,College Community School District,rla,5,2009,IA,.1224304025247492,311,,,-.585692752404974,25,,,.2154091298378474,265,-.3098506760216684,91,.300712433120519,220
1907860,College Community School District,rla,5,2010,IA,.2172288717737689,339,,,,,,,.3000250265722907,304,-.3759415586601084,84,.4149542003466405,255
1907860,College Community School District,rla,5,2011,IA,.1343313761167855,376,,,,,,,.1906529325027204,326,-.2305109413349999,108,.2834193680730856,268
1907860,College Community School District,rla,5,2012,IA,.0263710517967664,359,,,,,,,.1249579958101327,310,-.395161744132053,101,.1769029021260177,258
1907860,College Community School District,rla,5,2013,IA,.2077451271471198,379,,,,,,,.2878419252812676,332,-.2079819103011246,109,.3725148267375965,270
1907860,College Community School District,rla,5,2014,IA,.0561688979267997,399,,,-.6379100127382722,20,,,.0980420435223761,329,-.3541625450054655,116,.2057553700373567,283
1907860,College Community School District,rla,5,2015,IA,.0410370859415402,402,,,-.54768570486389,23,,,.0516178360236351,334,-.2187813828823668,119,.1507325739266031,283
1907860,College Community School District,rla,5,2016,IA,.03128248892495,421,,,-.9131156784818039,27,-.1083670572915924,20,.0980075929092173,336,-.5472411971572959,130,.2628948785781678,291
1907860,College Community School District,rla,5,2017,IA,-.0322175610325688,443,,,-.8077919958425155,35,.0304266592225912,23,.0525365690605172,345,-.5620895299151289,154,.2395777886341494,289
1907860,College Community School District,rla,5,2018,IA,.0404653488508569,410,,,-.789748726537961,25,-.0805937775127981,33,.1385693353983485,313,-.6199669860505299,126,.2821648780664933,284
1907860,College Community School District,rla,5,2019,IA,-.2007533793865232,394,,,-.8247343614514686,32,.0675365889976859,20,-.0548088883381212,297,-.6762623689003756,141,.0712403578578937,253
2103780,Marion County,rla,3,2009,KY,.1014516385416891,218,,,,,,,.102334861548846,196,-.1126212451767339,126,.3901107891251298,92
2103780,Marion County,rla,3,2010,KY,.189087257759243,241,,,,,,,.1766022177384264,215,.0470362475108175,159,.4858695986223846,82
2103780,Marion County,rla,3,2011,KY,.3522081694573169,236,,,,,,,.4217043513559492,207,.2585382509093505,140,.484281154859983,96
2103780,Marion County,rla,3,2012,KY,.2456575263200184,243,,,,,,,.2780676205335505,213,.0595023161174952,154,.5456789590675631,89
2103780,Marion County,rla,3,2013,KY,.1715364803044765,232,,,-.1865429860517468,20,,,.2099323888945554,197,.0317940792496242,162,.5307732618603103,70
2103780,Marion County,rla,3,2014,KY,.3317284906662041,226,,,,,,,.342987863913791,194,.1213730391562092,147,.7158299647781873,79
2103780,Marion County,rla,3,2015,KY,.3773074990936266,249,,,,,,,.4203681044664451,219,.2327606907620732,164,.6644795788988277,85
2103780,Marion County,rla,3,2016,KY,.2879888615010842,259,,,,,,,.2925953529749755,213,.1219324164352002,183,.7379042046449388,76
2103780,Marion County,rla,3,2017,KY,.2224979201104523,244,,,-.1096050045979611,20,,,.2797615763388855,206,.0806345753047178,166,.5624743851475156,78
2103780,Marion County,rla,3,2018,KY,.1028295916877292,291,,,,,-.2868497608023621,21,.1449823127740546,244,-.1025759314759518,204,.5433123171813633,87
2103780,Marion County,rla,3,2019,KY,.0123242640921341,222,,,,,,,.0872893782680865,173,-.0934983164297045,148,.2241832218025356,74
2103780,Marion County,rla,4,2009,KY,.3450291109815062,236,,,-.0088196111930892,22,,,.3810400528722709,201,.1655216823118107,137,.6120518205915184,99
2103780,Marion County,rla,4,2010,KY,.1390904909268738,223,,,,,,,.1640150818673938,202,.0225250668971391,143,.3469284850032194,80
2103780,Marion County,rla,4,2011,KY,.320218502594074,241,,,,,,,.3441757196986808,215,.1575180245732901,150,.5734224023763493,91
2103780,Marion County,rla,4,2012,KY,.2019647162131219,234,,,,,,,.2907643747548054,205,.0222781584557627,139,.4678820410903554,95
2103780,Marion County,rla,4,2013,KY,.2960723747504592,240,,,,,,,.3358795845792533,210,.1114282795103525,152,.6250441761345863,88
2103780,Marion County,rla,4,2014,KY,.0841761077852142,230,,,.0444316787204333,20,,,.0962469807002155,194,-.1203871023367956,154,.4990012324472923,76
2103780,Marion County,rla,4,2015,KY,.2767504411608862,229,,,-.040851298182139,20,,,.3173457627087821,197,.0255282386724627,151,.7429927179415375,78
2103780,Marion County,rla,4,2016,KY,.2907836591453862,247,,,,,,,.3238628218420311,214,.0783337797005885,162,.6763990528175028,85
2103780,Marion County,rla,4,2017,KY,.1551314712959419,261,,,,,,,.1666393785756593,213,.0334641082064984,181,.4568994838731089,80
2103780,Marion County,rla,4,2018,KY,.0944766310720693,237,,,-.2272555657753066,20,,,.1263428876428234,200,-.0516722859925039,169,.4436331669382125,68
2103780,Marion County,rla,4,2019,KY,-.0523658667274026,293,,,,,-.4861584904330818,21,.035889302468646,244,-.2227564902910279,194,.249119427562049,99
2103780,Marion County,rla,5,2009,KY,.0394831743633641,208,,,,,,,.0837933087923368,187,-.0813670712637308,119,.1877235521532262,89
2103780,Marion County,rla,5,2010,KY,.0656059707804671,240,,,-.1948229138142262,22,,,.0625838661957967,209,-.0589934788088023,147,.2635793017061359,93
2103780,Marion County,rla,5,2011,KY,.1209346826658832,221,,,,,,,.1490839426528223,198,-.0404894372761218,130,.3419326310829147,91
2103780,Marion County,rla,5,2012,KY,-.0589174443651459,237,,,,,,,-.076857045576944,211,-.3570384640910892,158,.4754134059896865,79
2103780,Marion County,rla,5,2013,KY,.1464385879425134,230,,,,,,,.209995219118964,199,-.0442684975668514,143,.4410472108575404,87
2103780,Marion County,rla,5,2014,KY,.1232461264900507,238,,,,,,,.1646628265047038,211,-.0727940260279716,147,.441059413033581,91
2103780,Marion County,rla,5,2015,KY,.1202384032671922,234,,,-.1069981959625332,21,,,.1623908261648364,199,-.0888252090149791,158,.5873554171701094,76
2103780,Marion County,rla,5,2016,KY,.3064501280585984,228,,,,,,,.3499848944596378,197,.0112523527709775,148,.7496527171143273,80
2103780,Marion County,rla,5,2017,KY,.1124905690587266,251,,,,,,,.1377148255086421,220,-.0874267297601817,163,.5003556118680761,88
2103780,Marion County,rla,5,2018,KY,.0806028894792239,264,,,-.3551961013359642,22,,,.1269517529512233,210,-.0606189879590616,190,.4199591974957608,74
2103780,Marion County,rla,5,2019,KY,.0188318393267925,241,,,-.5064757279293405,22,,,.1309299335027957,199,-.1741521443357507,157,.3890214222863717,84
2201920,West Baton Rouge Parish,rla,3,2009,LA,-.3899365331025947,266,,,-.5565110183960114,146,,,-.184534745105082,114,-.5705162921022884,177,-.0039171916374355,89
2201920,West Baton Rouge Parish,rla,3,2010,LA,-.3616289298932738,289,,,-.5171943066955557,153,,,-.1536023106211841,127,-.4554147941147048,213,-.0837120284645652,76
2201920,West Baton Rouge Parish,rla,3,2011,LA,-.4279768412733846,252,,,-.5324024249094129,131,,,-.3425977792865323,115,-.5824766997950217,176,-.0912655876874205,76
2201920,West Baton Rouge Parish,rla,3,2012,LA,-.1797141590761557,262,,,-.3281509397772565,133,,,.064666187643595,114,-.3469291068589562,192,.3131355685877243,70
2201920,West Baton Rouge Parish,rla,3,2013,LA,-.2827155608499309,288,,,-.475488902546458,140,,,-.1032724718732265,132,-.4566504728685183,210,.1645542234165812,78
2201920,West Baton Rouge Parish,rla,3,2014,LA,-.0813804907223947,297,,,-.2576913669447078,153,,,.1305186408305909,133,-.2398800750256042,211,.2930998383243643,86
2201920,West Baton Rouge Parish,rla,3,2016,LA,.0430496318652449,267,,,-.1360464023988531,150,,,.331547982386819,96,-.0792990672261664,205,.4887801789119726,62
2201920,West Baton Rouge Parish,rla,3,2017,LA,-.1224835182028508,276,,,-.2780728874289234,137,,,.083666551194686,120,-.2923467840188465,198,.3111921408344523,78
2201920,West Baton Rouge Parish,rla,3,2018,LA,.0135741996412833,287,,,-.0968518437484328,148,,,.1719181229563902,116,,,.2875474062083177,84
2201920,West Baton Rouge Parish,rla,3,2019,LA,-.2270051320966835,261,,,-.4570431011021518,123,,,.0897386196302513,115,-.3643337794630855,195,.1611542678062728,66
2201920,West Baton Rouge Parish,rla,4,2009,LA,-.3196854526669982,304,,,-.465305867613908,165,,,-.1790314710850032,133,-.4692995681764678,219,.0662419984573521,85
2201920,West Baton Rouge Parish,rla,4,2010,LA,-.3162848927616761,293,,,-.4479205875540423,165,,,-.1413028208267608,123,-.4798985858542549,208,.117197732197651,85
2201920,West Baton Rouge Parish,rla,4,2011,LA,-.2480489837691304,300,,,-.4300146048683041,165,,,.0286154498065993,124,-.4135936012022853,227,.3086932681040703,73
2201920,West Baton Rouge Parish,rla,4,2012,LA,-.3337644291664126,277,,,-.5133727930202553,146,,,-.1136068345819852,120,-.4663863077692267,207,.043217999453214,70
2201920,West Baton Rouge Parish,rla,4,2013,LA,-.1792454865271848,269,,,-.328925579445564,143,,,.0702226706339744,113,-.332921199523083,197,.2627098405851084,72
2201920,West Baton Rouge Parish,rla,4,2014,LA,-.374115260047848,302,,,-.4499455388794186,153,,,-.2924666936348455,131,-.4933843844154238,225,-.0296243173170548,77
2201920,West Baton Rouge Parish,rla,4,2015,LA,-.1656898735609018,296,,,-.3650146633031842,154,,,.0700222767757185,130,-.3228649540513343,205,.2026050658537064,91
2201920,West Baton Rouge Parish,rla,4,2016,LA,-.1344676825960101,277,,,-.1615345876805262,143,,,-.0122036063919878,118,-.2281233264886598,191,.075354033948289,86
2201920,West Baton Rouge Parish,rla,4,2017,LA,-.1234172895792213,263,,,-.2578702826797797,142,,,.0615969912605178,101,-.2505338171983019,192,.2550386795304472,71
2201920,West Baton Rouge Parish,rla,4,2018,LA,-.17958616052904,283,,,,,,,,,-.3466986989076233,224,,
2201920,West Baton Rouge Parish,rla,4,2019,LA,-.2350152310321766,297,,,-.2542106364027432,147,,,-.1314967398180871,123,-.3064713651145029,205,-.0335517564981153,92
2201920,West Baton Rouge Parish,rla,5,2009,LA,-.4994649401990952,288,,,-.6576033616161135,160,,,-.2884650108029201,123,-.6386237354784787,209,-.1422692351827251,79
2201920,West Baton Rouge Parish,rla,5,2010,LA,-.5000907712478907,269,,,-.6605937296019577,139,,,-.3148233276363415,124,-.6591891871364045,188,-.1268432418817759,81
2201920,West Baton Rouge Parish,rla,5,2011,LA,-.3877366902384732,264,,,-.6272472257963978,154,,,-.0555061023750729,107,-.6077198075304602,193,.2616796437150317,71
2201920,West Baton Rouge Parish,rla,5,2012,LA,-.3136853212342758,252,,,-.5715102734501596,128,,,.0001534128839854,110,-.5154394336863545,189,.2667810051183722,63
2201920,West Baton Rouge Parish,rla,5,2013,LA,-.4075135205358676,237,,,-.5733217282880222,117,,,-.3077597575373685,110,-.5580564600262976,165,-.0408184341694453,72
2201920,West Baton Rouge Parish,rla,5,2014,LA,-.0458966583222676,236,,,-.3289864348613971,116,,,.2190783866583021,107,-.2610705570542109,159,.3665573602242512,77
2201920,West Baton Rouge Parish,rla,5,2015,LA,-.2917204859795481,269,,,-.4824608739805888,143,,,,,-.4343739782487942,186,.0025741864112779,83
2201920,West Baton Rouge Parish,rla,5,2016,LA,-.1495299268554003,291,,,-.3529525896898581,151,,,.0977877973829198,127,-.3260455796995222,205,.2958595970273691,86
2201920,West Baton Rouge Parish,rla,5,2017,LA,-.2023462965939612,263,,,-.2443425523996155,138,,,-.1551464767817976,114,-.3342350900874466,167,.0160193021129226,96
2201920,West Baton Rouge Parish,rla,5,2018,LA,-.1531449355984327,258,,,-.2685215525634101,138,,,-.0245029930631074,93,-.2224358324482705,208,.1859885327015108,50
2201920,West Baton Rouge Parish,rla,5,2019,LA,-.2979128605012142,272,,,-.4713461342401428,149,,,.0303633037202007,101,-.4766687118185891,200,.1929445286018061,72
2400090,Baltimore City Public Schools,rla,3,2009,MD,-.275230270127747,5970,.1528467416351247,38,-.3275767866914991,5212,-.3762890578409735,172,.2457960655792582,530,-.3464294839817113,5147,.1710768100913459,823
2400090,Baltimore City Public Schools,rla,3,2010,MD,-.2688803010747352,5997,.5195863245437733,50,-.3176759743892402,5205,-.2554098442986673,207,.1627140070237628,512,-.3373771448109217,5262,.2420637744656448,735
2400090,Baltimore City Public Schools,rla,3,2011,MD,-.3767546446681688,6065,.2825308363370386,63,-.4405051427501616,5176,-.2481328672041067,294,.1319237911917054,500,-.4451029431262607,5352,.1443756145876268,713
2400090,Baltimore City Public Schools,rla,3,2012,MD,-.5229404865158339,6123,-.1095647064676274,86,-.6030827060856028,5123,-.4814485330867584,319,.1171535506411514,551,-.598525698532523,5509,.1770142022196568,614
2400090,Baltimore City Public Schools,rla,3,2013,MD,-.5047541968807975,6281,,,-.5740147695125372,5236,-.5044798555022214,375,.0652358870977171,545,-.5895557331832785,5549,.17363785683307,732
2400090,Baltimore City Public Schools,rla,3,2015,MD,-.3958339292336451,6340,,,-.4638429609787944,4997,-.4366403136387031,618,.2373628746893873,580,-.4779946676153102,5686,.4641913405464514,654
2400090,Baltimore City Public Schools,rla,3,2016,MD,-.6850108110936504,6507,-.1705223722765294,80,-.7465753917533265,5170,-.6755893281460105,663,-.0279835550185618,538,-.8005930040977474,4613,-.3495815499716118,1894
2400090,Baltimore City Public Schools,rla,3,2017,MD,-.6225111792352723,6719,.2421564959534544,57,-.6792679787272017,5324,-.6449362124217192,713,.0847060761938932,552,-.7785349334488455,4340,-.2947280262047806,2379
2400090,Baltimore City Public Schools,rla,3,2019,MD,-.7906882930367887,5739,,,-.8732582569614047,4423,,,-.001890156487398,488,-1.009336041069426,3378,-.4347264297721251,2361
2400090,Baltimore City Public Schools,rla,4,2009,MD,-.3913857170147609,5900,.3708422160824172,52,-.4393925442734423,5204,-.4577296986199313,163,.0914122343906924,465,-.445884386714274,5053,-.0599704721646807,847
